From_Class,From_Label,To_Class,To_Label,Count
15,Pasture,11,Wetland,48840.0
15,Pasture,3,Forest Formation,2748.0
15,Pasture,21,Mosaic of Uses,165195.0
15,Pasture,33,River Lake and Ocean,1567.0
15,Pasture,50,Herbaceous Sandbank Vegetation,6877.0
15,Pasture,49,Wooded Sandbank Vegetation,1509.0
15,Pasture,23,Beach and Sand,7381.0
15,Pasture,9,Forest Plantation,1701.0
15,Pasture,24,Urban Area,436.0
15,Pasture,25,Other non Vegetated Areas,203.0
15,Pasture,41,Other Temporary Crops,961.0
11,Wetland,15,Pasture,125119.0
11,Wetland,3,Forest Formation,455.0
11,Wetland,21,Mosaic of Uses,26474.0
11,Wetland,33,River Lake and Ocean,10430.0
11,Wetland,50,Herbaceous Sandbank Vegetation,206.0
11,Wetland,49,Wooded Sandbank Vegetation,261.0
11,Wetland,23,Beach and Sand,2963.0
11,Wetland,9,Forest Plantation,3284.0
11,Wetland,24,Urban Area,1008.0
11,Wetland,5,Mangrove,218.0
11,Wetland,25,Other non Vegetated Areas,107.0
11,Wetland,32,Hypersaline Tidal Flat,424.0
3,Forest Formation,15,Pasture,16562.0
3,Forest Formation,11,Wetland,328.0
3,Forest Formation,21,Mosaic of Uses,11692.0
3,Forest Formation,33,River Lake and Ocean,1557.0
3,Forest Formation,50,Herbaceous Sandbank Vegetation,3.0
3,Forest Formation,49,Wooded Sandbank Vegetation,8.0
3,Forest Formation,9,Forest Plantation,13821.0
3,Forest Formation,24,Urban Area,1.0
3,Forest Formation,5,Mangrove,281.0
3,Forest Formation,32,Hypersaline Tidal Flat,1.0
3,Forest Formation,41,Other Temporary Crops,1.0
21,Mosaic of Uses,15,Pasture,256079.0
21,Mosaic of Uses,11,Wetland,37822.0
21,Mosaic of Uses,3,Forest Formation,10432.0
21,Mosaic of Uses,33,River Lake and Ocean,6834.0
21,Mosaic of Uses,50,Herbaceous Sandbank Vegetation,3467.0
21,Mosaic of Uses,49,Wooded Sandbank Vegetation,6700.0
