From_Class,From_Label,To_Class,To_Label,Count,Percent
3,Forest Formation,11,Wetland,17,0.45%
3,Forest Formation,5,Mangrove,147,3.86%
3,Forest Formation,21,Mosaic of Uses,250,6.57%
3,Forest Formation,33,River Lake and Ocean,54,1.42%
3,Forest Formation,15,Pasture,166,4.36%
3,Forest Formation,24,Urban Area,13,0.34%
3,Forest Formation,9,Forest Plantation,26,0.68%
11,Wetland,3,Forest Formation,18,0.47%
11,Wetland,5,Mangrove,55,1.44%
11,Wetland,21,Mosaic of Uses,275,7.22%
11,Wetland,33,River Lake and Ocean,98,2.57%
11,Wetland,15,Pasture,50,1.31%
11,Wetland,24,Urban Area,21,0.55%
11,Wetland,9,Forest Plantation,10,0.26%
11,Wetland,32,Hypersaline Tidal Flat,51,1.34%
5,Mangrove,3,Forest Formation,125,3.28%
5,Mangrove,11,Wetland,50,1.31%
5,Mangrove,21,Mosaic of Uses,2,0.05%
5,Mangrove,33,River Lake and Ocean,126,3.31%
5,Mangrove,32,Hypersaline Tidal Flat,1,0.03%
21,Mosaic of Uses,3,Forest Formation,195,5.12%
21,Mosaic of Uses,11,Wetland,234,6.14%
21,Mosaic of Uses,5,Mangrove,1,0.03%
21,Mosaic of Uses,33,River Lake and Ocean,25,0.66%
21,Mosaic of Uses,15,Pasture,556,14.60%
21,Mosaic of Uses,24,Urban Area,108,2.84%
21,Mosaic of Uses,25,Other non Vegetated Areas,4,0.11%
33,River Lake and Ocean,3,Forest Formation,94,2.47%
33,River Lake and Ocean,11,Wetland,101,2.65%
33,River Lake and Ocean,5,Mangrove,193,5.07%
33,River Lake and Ocean,21,Mosaic of Uses,23,0.60%
33,River Lake and Ocean,24,Urban Area,1,0.03%
33,River Lake and Ocean,32,Hypersaline Tidal Flat,11,0.29%
33,River Lake and Ocean,25,Other non Vegetated Areas,7,0.18%
15,Pasture,3,Forest Formation,48,1.26%
15,Pasture,11,Wetland,23,0.60%
15,Pasture,21,Mosaic of Uses,456,11.97%
15,Pasture,24,Urban Area,33,0.87%
24,Urban Area,3,Forest Formation,1,0.03%
9,Forest Plantation,3,Forest Formation,22,0.58%
9,Forest Plantation,11,Wetland,26,0.68%
9,Forest Plantation,21,Mosaic of Uses,5,0.13%
32,Hypersaline Tidal Flat,11,Wetland,56,1.47%
32,Hypersaline Tidal Flat,5,Mangrove,1,0.03%
32,Hypersaline Tidal Flat,33,River Lake and Ocean,19,0.50%
25,Other non Vegetated Areas,11,Wetland,4,0.11%
25,Other non Vegetated Areas,21,Mosaic of Uses,3,0.08%
25,Other non Vegetated Areas,33,River Lake and Ocean,3,0.08%
